"","address","frequency","lon","lat","result"
"574","Charlottesville, VA",4,-78.4766781,38.0293059,"24 7th St NE, Charlottesville, VA 22902, USA"
"575","Charm City",1,-76.6121893,39.2903848,"201 E Fayette St, Baltimore, MD 21202, USA"
"576","Chatham, NJ",1,-74.3837624,40.740934,"Rt-124 at Fairmount Ave, Chatham, NJ 07928, USA"
"577","Chattanooga, TN",8,-85.3096801,35.0456297,"10 W M.L.K. Blvd, Chattanooga, TN 37402, USA"
"578","Chavez Ravine",1,-118.2395182,34.067789,"1550 Stadium Way, Los Angeles, CA 90012, USA"
"579","Chehalis, Washington",1,-122.9698002,46.6652443,"492 N Market Blvd, Chehalis, WA 98532, USA"
"580","Chelmsford, MA",1,-71.3672838,42.5998139,"9 Clover Hill Dr, Chelmsford, MA 01824, USA"
"581","Cherokee Indian Reservation ",2,-83.2291862,35.4853872,"Qualla, NC, USA"
"582","Cherokee Trail HS - Aurora, CO",1,-104.6864756,39.5921289,"25901 E Arapahoe Rd, Aurora, CO 80016, USA"
"583","Cherokee Village, AR",1,-91.515973,36.2978443,"35 Squanto Trce, Cherokee Village, AR 72529, USA"
"584","Cherry Hill, NJ",2,-75.0246312,39.926813,"706 Fulton St, Cherry Hill, NJ 08002, USA"
"585","Chesapeake Bay ",1,-76.1050092,37.5213728,NA
"586","Chesapeake, VA",2,-76.2874927,36.7682088,"Pvt 7 Rd, Chesapeake, VA 23320, USA"
"587","Cheshire",1,-2.6103158,53.2326344,"107 Forest Rd, Sandiway, Northwich CW8 2DZ, UK"
"588","Chester, VA",1,-77.4416505,37.3568157,"12014-12020 Winfree St, Chester, VA 23831, USA"
"589","Chevy Chase, MD",1,-77.0788667,38.9692771,"12 W Irving St, Chevy Chase, MD 20815, USA"
"590","Cheyenne, WY",1,-104.8202462,41.1399814,"2320 Capitol Ave, Cheyenne, WY 82001, USA"
"591","chi",1,-96.0211039,41.321392,"6901 N 72nd St, Omaha, NE 68122, USA"
"592","CHI",1,-96.0211039,41.321392,"6901 N 72nd St, Omaha, NE 68122, USA"
"593","chicago",6,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"594","Chicago",37,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"595","Chicago-ish, Il",1,-87.6630019,41.9651741,"1313 W Wilson Ave, Chicago, IL 60640, USA"
"596","chicago ",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"597","Chicago ",6,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"598","Chicago Heights, IL",1,-87.6355995,41.506146,"1350 S Halsted St, Chicago Heights, IL 60411, USA"
"599","Chicago IL",3,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"600","Chicago Ridge, IL",1,-87.7792196,41.7014217,"10503 Ridgeland Ave, Chicago Ridge, IL 60415, USA"
"601","Chicago Suburbs, IL",1,-88.0118473,41.7435073,"7900 Whitlock Dr, Darien, IL 60561, USA"
"602","Chicago, IL",118,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"603","Chicago, IL ",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"604","Chicago, IL USA",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"605","Chicago, IL, USA",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"606","Chicago, Illinois",4,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"607","Chicago, NYC, LA",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"608","chicago,Il",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"609","Chicago,IL",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"610","Chicago.",1,-87.6297982,41.8781136,"55 W Jackson Blvd, Chicago, IL 60604, USA"
"611","Chickamauga, GA",1,-85.2907896,34.8711879,"104 Gordon St, Chickamauga, GA 30707, USA"
"612","Chickasha, OK",1,-97.9364326,35.052565,"326 W Choctaw Ave, Chickasha, OK 73018, USA"
"613","Chico state/ Moreno Valley",1,-118.0056527,34.0759034,"12266 Ramona Blvd, El Monte, CA 91732, USA"
"614","Chilhowie, Virginia",1,-81.6823411,36.7984482,"106 Lee Hwy, Chilhowie, VA 24319, USA"
"615","Chillicothe, OH",2,-82.9824019,39.3331197,"2 W Main St, Chillicothe, OH 45601, USA"
"616","Chillicothe, Ohio",2,-82.9824019,39.3331197,"2 W Main St, Chillicothe, OH 45601, USA"
"617","Chino, CA",1,-117.688944,34.0122346,"13271 Central Ave, Chino, CA 91710, USA"
"619","Chloe’s",1,-95.8695542,36.0184716,"10020 S Mingo Rd, Tulsa, OK 74133, USA"
"620","Chula Vista, CA",5,-117.0841955,32.6400541,"302 4th Ave, Chula Vista, CA 91910, USA"
"621","cincinnati",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"622","Cincinnati",6,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"623","cincinnati ",2,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"624","Cincinnati ",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"625","Cincinnati - Ohio",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"626","Cincinnati OH",2,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"627","Cincinnati OH USA",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"628","Cincinnati Ohio",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"629","cincinnati, oh",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"630","Cincinnati, OH",28,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"631","Cincinnati, OH U.S.A",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"632","Cincinnati, Ohio",5,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"633","Cincinnati, Ohio, USA",8,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"634","Cincinnati,Ohio",1,-84.5120196,39.1031182,"609 Walnut St, Cincinnati, OH 45202, USA"
"635","Cinnaminson, NJ",1,-74.9927693,39.9969646,"1015 US-130, Cinnaminson, NJ 08077, USA"
"636","City of Angels",1,-118.1861217,34.0339233,"221 S Eastman Ave, Los Angeles, CA 90063, USA"
"637","Ciudad de Guatemala",1,-90.5068824,14.6349149,"13 Calle 1, Guatemala"
"638","Ciudad de México",1,-99.133208,19.4326077,"Historic center of Mexico City, Centro, Mexico City, CDMX, Mexico"
"639","Claremont, CA",2,-117.7197785,34.0966764,"315 N Indian Hill Blvd, Claremont, CA 91711, USA"
"640","Claremont, CA, USA",1,-117.7197785,34.0966764,"315 N Indian Hill Blvd, Claremont, CA 91711, USA"
"641","Claremont, NH",1,-72.3378744,43.3728635,"38 Opera House Square, Claremont, NH 03743, USA"
"642","Claremore, OK",3,-95.61609,36.3125963,"606 W Will Rogers Blvd, Claremore, OK 74017, USA"
"643","Clarington, Ontario",1,-78.6000336,43.9345347,"3497 Concession Rd 3, Newcastle, ON L1B 1L9, Canada"
"644","Clarkston, WA",1,-117.0451581,46.4162723,"701 6th St, Clarkston, WA 99403, USA"
"645","Clarksville, AR",1,-93.4665731,35.4714724,"400 W Main St, Clarksville, AR 72830, USA"
"646","Clarksville, TN",1,-87.3594528,36.5297706,"299 N 2nd St, Clarksville, TN 37040, USA"
"647","clay center ks",1,-97.1247428,39.3769407,"608 Court St, Clay Center, KS 67432, USA"
"648","Clayton, OH",1,-84.3605022,39.8631101,"128 Talmadge Rd, Clayton, OH 45315, USA"
"649","Cle",1,-81.8538669,41.4057985,"5300 Riverside Drive Drive Departures, Concourse C, Cleveland, OH 44135, United States"
"650","CLE",2,-81.8538669,41.4057985,"5300 Riverside Drive Drive Departures, Concourse C, Cleveland, OH 44135, United States"
"651","CLE<U+2708><U+FE0F>CLT",1,-80.9473146,35.2144026,"Charlotte Douglas International Airport (CLT), 5501 Josh Birmingham Pkwy, Charlotte, NC 28208, USA"
"652","Clemmons, NC",1,-80.3819984,36.0215258,"3645 Clemmons Rd, Clemmons, NC 27012, USA"
"653","Clemson University",1,-82.8366374,34.6761105,"405 S Palmetto Blvd, Clemson, SC 29631, USA"
"654","Clemson, SC",1,-82.8373654,34.6834382,"368 College Ave, Clemson, SC 29631, USA"
"655","Cleveland-ish, Ohio",1,-81.6943605,41.49932,"2 W Roadway, Cleveland, OH 44113, USA"
"656","Cleveland OH",1,-81.6943605,41.49932,"2 W Roadway, Cleveland, OH 44113, USA"
"657","cleveland ohio",2,-81.6943605,41.49932,"2 W Roadway, Cleveland, OH 44113, USA"
"658","Cleveland! ",4,-81.6943605,41.49932,"2 W Roadway, Cleveland, OH 44113, USA"
"659","Cleveland, OH",29,-81.6943605,41.49932,"2 W Roadway, Cleveland, OH 44113, USA"
"660","Cleveland, Ohio",7,-81.6943605,41.49932,"2 W Roadway, Cleveland, OH 44113, USA"
"661","Cleveland, TX",3,-95.0854885,30.34132,"1407, Cleveland, TX 77327, United States"
"662","Clinton, IA",2,-90.1887379,41.8444735,"221 2nd Ave S, Clinton, IA 52732, USA"
"663","Clinton, NC",1,-78.3233325,34.9979453,"124 Main St, Clinton, NC 28328, USA"
"664","Clive, IA",2,-93.77236,41.6060873,"1601 NW 114th St, Clive, IA 50325, USA"
"666","Cloud City",1,-122.6159691,45.4795487,"4525 SE Woodstock Blvd, Portland, OR 97206, USA"
"667","Clovis",1,-103.2052272,34.4047987,"100-160 E 7th St, Clovis, NM 88101, USA"
"668","Clovis, CA",1,-119.7029194,36.8252277,"508 4th St, Clovis, CA 93612, USA"
"669","CLT, NC",1,-80.8431267,35.2270869,"106 S Tryon St, Charlotte, NC 28280, USA"
"670","Clute, TX",2,-95.3988291,29.0246906,"601 E Main St, Clute, TX 77531, USA"
"671","Clyde, TX",1,-99.4936912,32.4059605,"102 Oak St, Clyde, TX 79510, USA"
"672","Co Tyrone",1,-104.2083047,37.4541811,"52118 Co Rd 64, Model, CO 81059, USA"
"673","Coachella, CA",1,-116.173894,33.6803003,"85900 Grapefruit Blvd, Coachella, CA 92236, USA"
"674","Coalinga, CA",1,-120.3601496,36.139678,"198 Coalinga Plaza, Coalinga, CA 93210, USA"
"675","Coastal Georgia ",2,-81.4864072,31.183817,"1 College Dr, Brunswick, GA 31520, USA"
"676","Coastal South Carolina",1,-79.93792,32.787653,"423 King St, Charleston, SC 29403, USA"
"677","Coeur d'Alene, ID",3,-116.7812225,47.6734632,"401 Sherman Ave, Coeur d'Alene, ID 83814, USA"
"678","Colerain Township, OH",1,-84.6269824,39.2591765,"5595 Dry Ridge Rd, Cincinnati, OH 45252, USA"
"679","College Park, GA",1,-84.4493725,33.6534427,"3724 Main St, College Park, GA 30337, USA"
"680","College Park, Maryland",2,-76.93776,38.9896967,"4298 Campus Dr, College Park, MD 20742, USA"
"681","College Station, TX",1,-96.3344068,30.627977,"501 Texas Ave, College Station, TX 77840, USA"
"682","Colleyville, TX",2,-97.155012,32.8809603,"4913 Colleyville Blvd, Colleyville, TX 76034, USA"
"683","Collingswood, NJ",1,-75.071284,39.9181686,"27 Harvard Ave, Collingswood, NJ 08108, USA"
"684","Colonial Heights",1,-77.4102607,37.244039,"100-106 Dupuy Ave, Colonial Heights, VA 23834, USA"
"685","Colonie, NY",1,-73.77132,42.7236699,"3 Woodplot Rd, Albany, NY 12211, USA"
"686","Colorado Springs",6,-104.8213634,38.8338816,"200 E Pikes Peak Ave, Colorado Springs, CO 80903, USA"
"687","Colorado Springs CO",1,-104.8213634,38.8338816,"200 E Pikes Peak Ave, Colorado Springs, CO 80903, USA"
"688","Colorado Springs, CO",9,-104.8213634,38.8338816,"200 E Pikes Peak Ave, Colorado Springs, CO 80903, USA"
"689","Colorado to Oregon",1,-105.0164414,39.6163106,"5533 S Prince St, Littleton, CO 80120, USA"
"690","Colorado, USA",2,-105.7820674,39.5500507,"Montezuma, CO 80435, USA"
"691","Colton Ca",1,-117.3136547,34.0739016,"816 Colton Ave, Colton, CA 92324, USA"
"692","Columbia Falls, MT",2,-114.1804038,48.3799643,"57 Railroad St, Columbia Falls, MT 59912, USA"
"693","Columbia, Maryland",1,-76.8610462,39.2037144,"Broken Land Pkwy, Columbia, MD 21044, USA"
"694","Columbia, MD",1,-76.8610462,39.2037144,"Broken Land Pkwy, Columbia, MD 21044, USA"
"695","Columbia, Missouri",1,-92.3340724,38.9517053,"219 E Broadway, Columbia, MO 65203, USA"
"696","Columbia, Mo",1,-92.3340724,38.9517053,"219 E Broadway, Columbia, MO 65203, USA"
"697","Columbia, MO",3,-92.3340724,38.9517053,"219 E Broadway, Columbia, MO 65203, USA"
"698","Columbia, Mo.",1,-92.3340724,38.9517053,"219 E Broadway, Columbia, MO 65203, USA"
"699","Columbia, MO. / LVille Forever",1,-92.3340724,38.9517053,"219 E Broadway, Columbia, MO 65203, USA"
"700","Columbia, MS",1,-89.8354283,31.2524566,"709 Main St, Columbia, MS 39429, USA"
"701","Columbia, SC",6,-81.0348144,34.0007104,"Columbia international airport, Columbia, SC 29201, USA"
"702","Columbia, South Carolina",1,-81.0348144,34.0007104,"Columbia international airport, Columbia, SC 29201, USA"
"703","columbus",1,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"704","Columbus",1,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"705","Columbus  Ohio",1,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"706","Columbus ohio",2,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"707","Columbus, Oh",1,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"708","Columbus, OH",65,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"709","Columbus, Ohio",8,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"710","Columbus, Ohio, USA",1,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"711","Columbus,OH",1,-82.9987942,39.9611755,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA"
"712","Commerce, TX",1,-95.8999656,33.2470567,"120 State Loop 216, Commerce, TX 75428, USA"
"713","Compton, CA",1,-118.2200712,33.8958492,"298 E Compton Blvd, Compton, CA 90221, USA"
"714","Concord, NC",2,-80.579511,35.4087517,"92 Union St S, Concord, NC 28025, USA"
"715","Concord, NC, USA",1,-80.579511,35.4087517,"92 Union St S, Concord, NC 28025, USA"
"716","Concord, New Hampshire",1,-71.5375718,43.2081366,"14 Centre St, Concord, NH 03301, USA"
"717","Concord, NH",1,-71.5375718,43.2081366,"14 Centre St, Concord, NH 03301, USA"
"718","Conneaut, OH",1,-80.5542409,41.9475551,"341 Harbor St, Conneaut, OH 44030, USA"
"719","Connecticut",12,-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA"
"720","Connecticut, USA",21,-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA"
"721","Conroe, TX",2,-95.4560512,30.3118769,"101 E Davis St, Conroe, TX 77301, USA"
"722","Conshohocken, PA",1,-75.3015714,40.0792766,"700 Fayette St, Conshohocken, PA 19428, USA"
"723","Converse, TX",1,-98.3161241,29.5180081,"195 Toepperwein Rd, Converse, TX 78109, USA"
"724","Conway, Ar",1,-92.4421011,35.0886963,"1319 Main St, Conway, AR 72034, USA"
"725","Conway, AR",1,-92.4421011,35.0886963,"1319 Main St, Conway, AR 72034, USA"
"726","Conway, SC",3,-79.0478143,33.8360034,"1034-1060, US-701, Conway, SC 29526, United States"
"727","Cookeville, TN",1,-85.5016423,36.162839,"2-16 S Dixie Ave, Cookeville, TN 38501, USA"
"728","Copperas Cove, TX",1,-97.9030785,31.124062,"234 Town Sq, W Hwy 190, Copperas Cove, TX 76522, United States"
"729","Coral Gables, FL",1,-80.2635411,25.7491968,"405 Biltmore Way, Coral Gables, FL 33134, USA"
"730","Coral Springs, Fl",1,-80.2706044,26.271192,"3331 NW 108th Dr, Coral Springs, FL 33065, USA"
"731","Córdoba, Veracruz, México",1,-96.9237751,18.8838909,"Blvrd Cordoba - Peñuela 9340, San Cayetano, 94640 Córdoba, Ver., Mexico"
"732","Corning, CA",1,-122.1791556,39.9276572,"1081 Solano St, Corning, CA 96021, USA"
"733","Corning, NY",1,-77.0546903,42.1428521,"114 Pine St, Corning, NY 14830, USA"
"734","Corona, Ca",1,-117.5664384,33.8752935,"114 E 6th St, Corona, CA 92879, USA"
"735","Coronado, CA",1,-117.1830891,32.6858853,"827 Tolita Ave, Coronado, CA 92118, USA"
"736","corpus christi",2,-97.396381,27.8005828,"I-37, Corpus Christi, TX 78401, USA"
"737","corpus christi texas",1,-97.396381,27.8005828,"I-37, Corpus Christi, TX 78401, USA"
"738","Corpus Christi Tx",1,-97.396381,27.8005828,"I-37, Corpus Christi, TX 78401, USA"
"739","Corpus Christi, Texas",4,-97.396381,27.8005828,"I-37, Corpus Christi, TX 78401, USA"
"740","Corpus Christi, Tx",1,-97.396381,27.8005828,"I-37, Corpus Christi, TX 78401, USA"
"741","Corpus Christi, TX",20,-97.396381,27.8005828,"I-37, Corpus Christi, TX 78401, USA"
"742","Corryton Tennessee",1,-83.784746,36.1528688,"7615 Foster Rd, Corryton, TN 37721, USA"
"743","Corsicana, TX",1,-96.4688727,32.0954304,"300 W 3rd Ave, Corsicana, TX 75110, USA"
"744","Corvallis, OR",2,-123.2620435,44.5645659,"200 SW 4th St, Corvallis, OR 97330, USA"
"745","Corydon, IN",2,-86.1219155,38.2120121,"401 E Walnut St, Corydon, IN 47112, USA"
"746","Costa Mesa, CA",1,-117.9188221,33.6412156,"1209 Harbor Blvd, Costa Mesa, CA 92627, USA"
"747","Costa Rica",1,-83.753428,9.748917,"Cartago Province, Costa Rica"
"748","Council Bluffs, IA",1,-95.8608333,41.2619444,"1121 Avenue A, Council Bluffs, IA 51501, USA"
"749","Country Club Hills, IL",1,-87.7203257,41.5680898,"4226 177th St, Country Club Hills, IL 60478, USA"
"750","Country roads",2,-81.750889,30.2225539,"6539 Townsend Rd, Jacksonville, FL 32244, USA"
"751","Coventry, RI",2,-71.5642076,41.6885978,"31 Ferncrest Ave, Coventry, RI 02816, USA"
"752","Covington, GA",1,-83.8601827,33.5967815,"1124 Clark St SW, Covington, GA 30014, USA"
"753","Covington, KY",1,-84.5085536,39.0836712,"3rd floor, 230 Madison Ave, Covington, KY 41011, United States"
"754","Covington, LA",1,-90.1009108,30.4754702,"104 W 21st Ave, Covington, LA 70433, USA"
"755","Covington, VA",1,-79.9939463,37.7934585,"121 W Main St, Covington, VA 24426, USA"
"756","Cranbury, NJ",3,-74.511172,40.3025907,"21 Bergen Dr, Cranbury, NJ 08512, USA"
"757","Cranford, NJ",2,-74.2995928,40.6584212,"103 Forest Ave, Cranford, NJ 07016, USA"
"758","Crawfordsville, IN",1,-86.8744516,40.0411536,"1802 Eastwood Dr, Crawfordsville, IN 47933, USA"
"759","Crockett, TX",1,-95.4566136,31.3182359,"509 E Houston Ave, Crockett, TX 75835, USA"
"760","Crosby, TX",1,-95.0621512,29.9118885,"615 Runneburg Rd, Crosby, TX 77532, USA"
"761","Cross Lanes, WV",1,-81.7906847,38.4203709,"11 Goff Mountain Rd, Cross Lanes, WV 25313, USA"
"762","Crown Heights, Brooklyn",1,-73.9422324,40.6694022,"Kingston Av, Brooklyn, NY 11213, USA"
"763","Crown Point, IN",2,-87.3653135,41.4169806,"117 W Joliet St, Crown Point, IN 46307, USA"
"764","Crystal Lake, IL",2,-88.3161965,42.2411344,"90 Brink St, Crystal Lake, IL 60014, USA"
"765","Crystal River, FL",1,-82.5926012,28.902479,"41 NE Crystal St, Crystal River, FL 34428, USA"
"766","Crystal, MN",1,-93.3602286,45.0327425,"6304 County Rd 9, Crystal, MN 55427, USA"
"767","ct",1,-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA"
"768","CT",3,-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA"
"769","CT USA",1,-73.087749,41.6032207,"622 Buckingham St, Watertown, CT 06779, USA"
"770","Cuba",2,-77.781167,21.521757,"Camaguey, Cuba"
"771","Cumberland, RI",1,-71.4061876,41.9721816,"2988 Diamond Hill Rd, Cumberland, RI 02864, USA"
"772","Cumming, Georgia",1,-84.1401926,34.2073196,"20 Tribble Gap Rd, Cumming, GA 30040, USA"
"773","Cuyahoga Falls OH",1,-81.4845585,41.1339449,"1948 2nd St, Cuyahoga Falls, OH 44221, USA"
"774","cypress, Tx",1,-95.6937856,29.9716905,"25950 US-290, Cypress, TX 77429, USA"
"775","Cypress,tx",1,-95.6937856,29.9716905,"25950 US-290, Cypress, TX 77429, USA"
"776","Cyprus",1,33.429859,35.126413,"Unnamed Road, Yeri"
"777","d*tx",1,-99.280792,29.3304852,"7370 Co Rd 525, D'Hanis, TX 78850, USA"
"778","D.C",2,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"779","da brook",1,-88.344296,44.222135,"W6102 Manitowoc Rd, Appleton, WI 54915, USA"
"780","Dallas",5,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"781","DALLAS",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"782","Dallas-Fort Worth",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"783","Dallas-Fort Worth, Texas",1,-96.9209135,32.7078751,"5701 W Kiest Blvd, Dallas, TX 75236, USA"
"784","Dallas Tx",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"785","Dallas TX",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"786","Dallas, Texas",5,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"787","Dallas, TX",60,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"788","Dallas, Tx ",2,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"789","Dallas, TX  ",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"790","Dallas, TX, USA",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"791","Dallas,Texas",3,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"792","Dallas,Tx",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"793","Dallas/Fort Worth",1,-96.7969879,32.7766642,"1502 Marilla St, Dallas, TX 75201, USA"
"794","Dallas/Fort Worth, Texas ",2,-96.9209135,32.7078751,"5701 W Kiest Blvd, Dallas, TX 75236, USA"
"795","Dalton, GA",2,-84.9702228,34.7698021,"209 W Cuyler St, Dalton, GA 30720, USA"
"796","Dalton, Georgia",1,-84.9702228,34.7698021,"209 W Cuyler St, Dalton, GA 30720, USA"
"798","Danbury, CT",2,-73.4540111,41.394817,"10 Library Pl, Danbury, CT 06810, USA"
"799","Danvers MA",1,-70.932122,42.5750009,"32 Coolidge Rd, Danvers, MA 01923, USA"
"800","Danvers, MA",1,-70.932122,42.5750009,"32 Coolidge Rd, Danvers, MA 01923, USA"
"801","Danville, CA",1,-121.9999606,37.8215929,"101-175 W Prospect Ave, Danville, CA 94526, USA"
"802","Danville, KY",1,-84.7721702,37.6456329,"130 S 3rd St, Danville, KY 40422, USA"
"803","Danville, VA",1,-79.3950228,36.5859718,"641 Main St, Danville, VA 24541, USA"
"804","Darien, NY",1,-78.350676,42.9026199,"1957 Broadway, Darien Center, NY 14040, USA"
"805","Dark side of the moon",1,-97.5086408,25.9434615,"2900 Central Blvd, Brownsville, TX 78520, USA"
"806","Davenport, FL",1,-81.6017417,28.1614046,"110 US-17, Davenport, FL 33837, USA"
"807","Davenport, IA",2,-90.5776367,41.5236437,"416 N Harrison St, Davenport, IA 52801, USA"
"808","Davenport, Iowa",1,-90.5776367,41.5236437,"416 N Harrison St, Davenport, IA 52801, USA"
"809","Davie, FL",1,-80.2521157,26.0764783,"University D/SW 36 S, Davie, FL 33328, USA"
"810","Dayton , Ohio ",1,-84.1916069,39.7589478,"20 S Main St, Dayton, OH 45402, USA"
"811","Dayton Ohio",2,-84.1916069,39.7589478,"20 S Main St, Dayton, OH 45402, USA"
"812","Dayton, KY",1,-84.4727197,39.1128377,"600 KY-8, Dayton, KY 41074, USA"
"813","Dayton, OH",8,-84.1916069,39.7589478,"20 S Main St, Dayton, OH 45402, USA"
"814","Dayton, Ohio",3,-84.1916069,39.7589478,"20 S Main St, Dayton, OH 45402, USA"
"815","Dayton, TX",2,-94.8852026,30.0466051,"403 US-90, Dayton, TX 77535, USA"
"816","Daytona Beach, FL",1,-81.0228331,29.2108147,"301 US-92, Daytona Beach, FL 32114, USA"
"817","dc",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"818","DC",4,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"819","DC Metro, US",1,-77.0451718,38.9024459,"K ST & 20TH ST NW wb, US-29, Washington, DC 20006, USA"
"820","DC/MD/VA",1,-77.0368707,38.9071923,"1301 Bataan St NW, Washington, DC 20036, USA"
"821","De Pere, WI",1,-88.0603806,44.4488805,"2015 Cty. Hwy. PP, De Pere, WI 54115, United States"
"822","De Queen, AR",6,-94.3413168,34.0378916,"322 W Dequeen Ave, De Queen, AR 71832, USA"
"823","Decatur, AL",1,-86.9833417,34.6059253,"477-499 Lee St NE, Decatur, AL 35601, USA"
"824","Decatur, GA",2,-84.2963123,33.7748275,"Not available, Decatur, GA 30030, United States"
"825","Deep Sea",2,-119.6855695,34.4099896,"217 Stearns Wharf, Santa Barbara, CA 93101, USA"
"826","Deerfield Beach, FL",1,-80.0997657,26.3184123,"185 E Hillsboro Blvd, Deerfield Beach, FL 33441, USA"
"827","Deerfield, IL",1,-87.8445119,42.1711365,"648 Elder Ln, Deerfield, IL 60015, USA"
"828","Defiance OH",1,-84.3557802,41.2844933,"124 E 2nd St, Defiance, OH 43512, USA"
"829","DeKalb, IL",1,-88.7503647,41.9294736,"121 S 4th St, DeKalb, IL 60115, USA"
"830","Del Haven, NJ",1,-74.9196203,39.0467066,"29 Park Ave, Del Haven, NJ 08251, USA"
"831","Del Mar, CA",1,-117.2653146,32.9594891,"1500 Camino Del Mar, Del Mar, CA 92014, USA"
"832","Del Rio, TX",1,-100.8958674,29.3708857,"602 Avenue J, Del Rio, TX 78840, USA"
"833","Del Taco Drive Thru",1,-97.4664324,35.652365,"1000 E 2nd St, Edmond, OK 73034, USA"
"834","DeLand, FL",1,-81.3031179,29.028318,"101 N Woodland Blvd, DeLand, FL 32720, USA"
"835","Delaware",2,-75.5276699,38.9108325,"4362 Gun and Rod Club Rd, Houston, DE 19954, USA"
"836","Delaware USA",4,-75.5276699,38.9108325,"4362 Gun and Rod Club Rd, Houston, DE 19954, USA"
"837","Delaware, Ohio",1,-83.067965,40.2986724,"1828 Columbus Pike, Delaware, OH 43015, USA"
"838","Delaware, United States",2,-75.5276699,38.9108325,"4362 Gun and Rod Club Rd, Houston, DE 19954, USA"
