"","address","frequency","lon","lat","result"
"1056","Eaton, Ohio",1,-84.6366201,39.7439405,"Wal-Mart, 100AEWashingtonJacksonRd, Eaton, OH 45320, United States"
"1057","Eatonton, GA",1,-83.3884961,33.3267997,"100 N Jefferson Ave, Eatonton, GA 31024, USA"
"1058","Eau Claire, WI",2,-91.4984941,44.811349,"333 Gibson St, Eau Claire, WI 54701, USA"
"1060","Eden Prairie, MN ",2,-93.470786,44.8546856,"15201 Scenic Heights Rd, Eden Prairie, MN 55344, USA"
"1061","Edgewood, MD",1,-76.2944016,39.4187194,"400 Edgewood Rd, Edgewood, MD 21040, USA"
"1062","Edinburg, TX",6,-98.1633432,26.3017374,"281 TX-107, Edinburg, TX 78539, USA"
"1063","edmond ",1,-97.4780954,35.6528323,"200 S Blvd, Edmond, OK 73034, USA"
"1064","Edmond, OK",3,-97.4780954,35.6528323,"200 S Blvd, Edmond, OK 73034, USA"
"1065","Edmonton",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1066","Edmonton Alberta",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1067","Edmonton Alberta Canada",3,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1068","Edmonton, AB",3,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1069","Edmonton, AB. Canada",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1070","edmonton, alberta",1,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1071","Edmonton, Alberta",6,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1072","Edmonton, Alberta, Canada",2,-113.4909267,53.544389,"10221 100 St NW, Edmonton, AB T5J 0Y2, Canada"
"1073","Educator with the PDSB",1,-79.670453,43.6181491,"5650 Hurontario St, Mississauga, ON L5R 1C6, Canada"
"1074","edward",1,-95.6181203,37.035199,"216 W 9th St, Coffeyville, KS 67337, USA"
"1075","Edwardsville, IL",1,-89.953157,38.8114364,"101 S Buchanan St, Edwardsville, IL 62025, USA"
"1076","Effingham, IL",1,-88.5433829,39.1200418,"100-198, US-40, Effingham, IL 62401, United States"
"1078","El Cajon, CA",1,-116.9625269,32.7947731,"124 S Magnolia Ave, El Cajon, CA 92020, USA"
"1079","El Dorado County",1,-120.4357631,38.7426376,"El Dorado County, CA, USA"
"1080","El Dorado, AR",1,-92.6662674,33.20763,"469599 Barton St, El Dorado, AR 71730, USA"
"1081","El Monte, CA",1,-118.0275667,34.0686206,"3400 Peck Rd, El Monte, CA 91731, USA"
"1082","el paso tx",1,-106.4850217,31.7618778,"300 N Campbell St, El Paso, TX 79901, USA"
"1083","El Paso TX",1,-106.4850217,31.7618778,"300 N Campbell St, El Paso, TX 79901, USA"
"1084","El Paso, TX",16,-106.4850217,31.7618778,"300 N Campbell St, El Paso, TX 79901, USA"
"1085","Elgin Il.",1,-88.2825668,42.0354084,"113 S Grove Ave, Elgin, IL 60120, USA"
"1086","Elgin, IL",2,-88.2825668,42.0354084,"113 S Grove Ave, Elgin, IL 60120, USA"
"1087","Elgin, SC",1,-80.794252,34.1709826,"1190 Railroad Ave, Elgin, SC 29045, USA"
"1088","Elizabeth, CO",1,-104.596915,39.3602662,"213 S Banner St, Elizabeth, CO 80107, USA"
"1089","Elk Grove, CA",1,-121.3716178,38.4087993,"8896 Elk Grove Blvd, Elk Grove, CA 95624, USA"
"1090","Elk River, MN",1,-93.5691122,45.3377283,"20463 Proctor Rd NW, Elk River, MN 55330, USA"
"1091","Elkridge, md",1,-76.7625073,39.1978788,"7801 Orren Boyle Ct, Elkridge, MD 21075, USA"
"1092","Ellensburg, WA",1,-120.5478474,46.9965144,"880 emerson Rd, Ellensburg, WA 98926, USA"
"1093","Ellsworth AFB, SD",1,-103.0901656,44.1538145,"Scott Dr, Piedmont, SD 57769, USA"
"1094","Elmhurst, IL",1,-87.9403418,41.8994744,"107 W Park Ave, Elmhurst, IL 60126, USA"
"1095","Elmira, NY",1,-76.8077338,42.0897965,"200 N Main St, Elmira, NY 14901, USA"
"1096","Elmore",1,-83.2957584,41.4761621,"358 Harris St, Elmore, OH 43416, USA"
"1097","Elmore, AL",1,-86.3149712,32.5387448,"353 Jackson St, Elmore, AL 36025, USA"
"1098","Elon, NC",1,-79.5115433,36.0982762,"209 Wesley St, Elon, NC 27244, USA"
"1099","Elysian Fields",1,-122.3338191,47.597074,"542 1st Ave S, Seattle, WA 98104, USA"
"1100","emergency department",2,-95.9994533,36.1466249,"744 W 9th St, Tulsa, OK 74127, USA"
"1101","Emmetsburg, IA",1,-94.6830357,43.1127427,"801 Lawler St, Emmetsburg, IA 50536, USA"
"1102","Emmetsburg, Iowa",1,-94.6830357,43.1127427,"801 Lawler St, Emmetsburg, IA 50536, USA"
"1103","Emsworth, Hampshire",1,-0.937928,50.848132,"Victoria Cottage Hospital, North St, Emsworth PO10 7DD, UK"
"1104","en el rancho ! ",2,-95.9681879,36.1480529,"1629 E 11th St, Tulsa, OK 74120, USA"
"1105","Encinitas, CA",2,-117.2919818,33.0369867,"1163 S Coast Hwy 101, Encinitas, CA 92024, USA"
"1106","Enfield, CT",2,-72.5441445,42.0027181,"77 Moody Rd, Enfield, CT 06082, USA"
"1107","England.",1,-1.1743197,52.3555177,"Daventy depot, Kilsby, Northampton CV23 8BQ, UK"
"1108","Englewood Chicago",1,-87.6416419,41.775305,"6533 S Union Ave, Chicago, IL 60621, USA"
"1110","Enola, PA",1,-76.9338636,40.2900885,"p.o.box 650, Enola, PA 17025, United States"
"1111","ensenada, mexico",1,-116.5963713,31.8667427,"Av Allende 545, Bustamante, 22840 Ensenada, B.C., Mexico"
"1112","Eric",1,-74.2146194,40.8118792,"343 Bloomfield Ave, Montclair, NJ 07042, USA"
"1113","Erie County, PA",1,-80.1875065,42.0521954,"4612 Millfair Rd, Fairview, PA 16415, USA"
"1114","Erie, PA",6,-80.085059,42.1292241,"600 State St, Erie, PA 16507, USA"
"1115","Erie, Pennsylvania ",1,-80.085059,42.1292241,"600 State St, Erie, PA 16507, USA"
"1116","Erin, Ontario",1,-80.0687097,43.7758018,"9 Dundas St E, Erin, ON N0B 1T0, Canada"
"1117","Escanaba, MI",1,-87.0645801,45.7452466,"1221 Ludington St, Escanaba, MI 49829, USA"
"1118","Essex",4,0.4690888,51.7343313,"Victoria Road South, Chelmsford CM1 1QZ, UK"
"1119","Essex ",2,0.4690888,51.7343313,"Victoria Road South, Chelmsford CM1 1QZ, UK"
"1120","Essex Junction, VT",1,-73.1112207,44.4905433,"2 Park St, Essex Junction, VT 05452, USA"
"1121","Etats-Unis",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1122","Eugene, OR",13,-123.0867536,44.0520691,"&, Mill Street, Coburg Rd, Eugene, OR 97401, United States"
"1123","Eugene, Oregon",3,-123.0867536,44.0520691,"&, Mill Street, Coburg Rd, Eugene, OR 97401, United States"
"1124","Euless, TX",1,-97.0819541,32.8370727,"100 TX-10, Euless, TX 76040, USA"
"1125","Eureka, CA",2,-124.1636729,40.8020712,"503 H St, Eureka, CA 95501, USA"
"1126","Euskadi",8,-2.6189273,42.9896248,"Legutio, Álava, Spain"
"1127","Eustace, TX",1,-96.0066353,32.3070902,"103 FM 316, Eustace, TX 75124, USA"
"1128","evadale, tx",1,-94.072681,30.3549303,"405 FM 105, Silsbee, TX 77656, USA"
"1129","Evanston, IL",1,-87.6876969,42.0450722,"1511 Ridge Ave, Evanston, IL 60201, USA"
"1130","Evansville, IN",1,-87.5710898,37.9715592,"2 SE 4th St, Evansville, IN 47708, USA"
"1131","Evansville, IN ",1,-87.5710898,37.9715592,"2 SE 4th St, Evansville, IN 47708, USA"
"1132","Evansville, Indiana",1,-87.5710898,37.9715592,"2 SE 4th St, Evansville, IN 47708, USA"
"1133","Evart, MI",1,-85.2580971,43.9005752,"111 N River St, Evart, MI 49631, USA"
"1134","Everett, WA",3,-122.2020795,47.9789848,"2000 Hewitt Ave, Everett, WA 98201, USA"
"1135","Everett, Washington",1,-122.2020795,47.9789848,"2000 Hewitt Ave, Everett, WA 98201, USA"
"1136","Evergreen, AL",1,-86.9545924,31.4341907,"105 Rural St, Evergreen, AL 36401, USA"
"1137","Evergreen, San Jose",1,-121.7835622,37.3096638,"3247 Foxboro Pl, San Jose, CA 95135, USA"
"1138","Everywhere, Nowhere",1,-112.5065523,33.4689509,"Everywhere-Nowhere Park, 2096 N Heritage St, Buckeye, AZ 85396, USA"
"1139","Everywhere, USA",1,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1140","f",2,-95.712891,37.09024,"5000 Estate Enighed, Independence, KS 67301, USA"
"1141","Fair Oaks, CA",1,-121.2721718,38.6446264,"4391 Sunrise Blvd, Fair Oaks, CA 95628, USA"
"1142","Fairfax va",1,-77.3063733,38.8462236,"10428 Main St, Fairfax, VA 22030, USA"
"1143","Fairfield, CA",1,-122.0399663,38.2493581,"580 Texas St, Fairfield, CA 94533, USA"
"1144","Fairfield, Ohio",1,-84.5603187,39.3454673,"4911 Pleasant Ave, Fairfield, OH 45014, USA"
"1145","Fairfield,Ca",1,-122.0399663,38.2493581,"580 Texas St, Fairfield, CA 94533, USA"
"1146","Fairmont, WV",1,-80.1425781,39.4850848,"301 Adams St, Fairmont, WV 26554, USA"
"1147","Fairview Heights, IL",1,-89.990382,38.5889386,"53-57 Northbrook Cir, Fairview Heights, IL 62208, USA"
"1148","Fallbrook, CA",1,-117.2511466,33.3764196,"456 ammunition CRC 13, Fallbrook, CA 92028, United States"
"1149","Fargo, ND",4,-96.7898034,46.8771863,"631 1st Ave N, Fargo, ND 58102, USA"
"1150","Farmington",1,-72.795027,41.7360305,"Farmington Ave and Main Rd, Farmington, CT 06032, USA"
"1151","Farmington, MO",1,-90.4217895,37.7808846,"9 N Jefferson St, Farmington, MO 63640, USA"
"1152","Farmington, NM",1,-108.2186856,36.7280583,"800 W Broadway, Farmington, NM 87401, USA"
"1153","Fayetteville Ar",1,-94.1718542,36.082156,"896 W Lawson St, Fayetteville, AR 72703, USA"
"1154","Fayetteville, AR",1,-94.1718542,36.082156,"896 W Lawson St, Fayetteville, AR 72703, USA"
"1155","fayetteville, ar.",1,-94.1718542,36.082156,"896 W Lawson St, Fayetteville, AR 72703, USA"
"1156","Fayetteville, NC",1,-78.8783585,35.0526641,"12 Market Square, Fayetteville, NC 28301, USA"
"1157","Fayetteville, TN",1,-86.5705508,35.1520266,"103 Main Ave S, Fayetteville, TN 37334, USA"
"1158","Ferndale, MI",1,-83.1346478,42.4605917,"9 Mile Rd. & Woodward, Ferndale, MI 48220, USA"
"1159","Findlay, OH",1,-83.6499321,41.04422,"Cleveland Ohio, Unnamed Road, Findlay, OH 45840, United States"
"1160","Findlay, Ohio",1,-83.6499321,41.04422,"Cleveland Ohio, Unnamed Road, Findlay, OH 45840, United States"
"1161","finland",2,25.7481511,61.92411,"Lehmustie 104, 41880 Jyväskylä, Finland"
"1162","Finland",19,25.7481511,61.92411,"Lehmustie 104, 41880 Jyväskylä, Finland"
"1163","Fitchburg, MA",2,-71.8022955,42.5834228,"610 Main Street, Fitchburg, MA 01420, USA"
"1164","FL",3,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1165","fl.",1,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1166","Flagstaff, AZ",7,-111.651302,35.1982836,"122 US-180, Flagstaff, AZ 86001, USA"
"1167","Flint, MI",1,-83.6874562,43.0125274,"815 Saginaw St, Flint, MI 48502, USA"
"1168","Flint, Michigan",1,-83.6874562,43.0125274,"815 Saginaw St, Flint, MI 48502, USA"
"1169","Florence, AL",1,-87.677251,34.79981,"116 W Tennessee St, Florence, AL 35630, USA"
"1170","Florence, NJ",1,-74.7863387,40.0967369,"1019 Cedar Ln, Burlington, NJ 08016, USA"
"1171","florida",3,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1172","Florida",15,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1173","Florida ",3,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1174","Florida, Chicago",1,-87.7312686,41.898839,"4201 W Augusta Blvd, Chicago, IL 60651, USA"
"1175","Florida, NY",2,-74.35682,41.3317606,"10 S Main St, Florida, NY 10921, USA"
"1176","Florida, USA",77,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1177","Florida, USA   ",6,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1178","Florida<U+0001F3DD>",1,-81.5157535,27.6648274,"Avon Park, FL 33825, USA"
"1179","Flower City",2,-119.809199,36.82259,"5785 N Palm Ave, Fresno, CA 93704, USA"
"1180","Flower Mound, Tx.",1,-97.0969552,33.0145673,"2200 Whispering Oaks, Flower Mound, TX 75022, USA"
"1181","Flowood, MS",1,-90.1389757,32.3095903,"201 Oak St, Flowood, MS 39232, USA"
"1182","FONTANA ",1,-117.435048,34.0922335,"16932 Merrill Ave, Fontana, CA 92335, USA"
"1183","Fontana, CA",4,-117.435048,34.0922335,"16932 Merrill Ave, Fontana, CA 92335, USA"
"1184","Forest ",1,-96.2297579,36.1811146,"Sand Springs, OK 74063, USA"
"1185","Forest City, IA",1,-93.6371937,43.2624685,"145 S 4th St, Forest City, IA 50436, USA"
"1186","Forest City, NC",1,-81.8651028,35.3340108,"102 W Main St, Forest City, NC 28043, USA"
"1187","Forney, TX",2,-96.4719312,32.7481845,"101 E Broad St, Forney, TX 75126, USA"
"1188","Fort Collins",1,-105.084423,40.5852602,"203 S Sherwood St, Fort Collins, CO 80521, USA"
"1189","Fort Collins, CO",2,-105.084423,40.5852602,"203 S Sherwood St, Fort Collins, CO 80521, USA"
"1190","Fort Hood, TX",2,-97.7413143,31.1950013,"Coryell County, TX, USA"
"1191","Fort Lauderdale",1,-80.1373174,26.1224386,"599 E Broward Blvd, Fort Lauderdale, FL 33301, USA"
"1192","Fort Lauderdale ",1,-80.1373174,26.1224386,"599 E Broward Blvd, Fort Lauderdale, FL 33301, USA"
"1193","Fort Lauderdale, FL",7,-80.1373174,26.1224386,"599 E Broward Blvd, Fort Lauderdale, FL 33301, USA"
"1194","Fort Lee, VA",1,-77.3381855,37.2489537,"Rear Access Rd, Fort Lee, VA 23801, USA"
"1195","Fort Madison, IA",1,-91.314535,40.6297634,"Advertising, Fort Madison, IA 52627, United States"
"1196","Fort Mitchell, KY",1,-84.5599169,39.0472046,"132 Seville Ct, Fort Mitchell, KY 41017, USA"
"1197","Fort Mohave, AZ",1,-114.5892703,35.0224848,"4615 Calle del Media, Fort Mohave, AZ 86426, USA"
"1198","Fort Myers, FL",3,-81.8723084,26.640628,"2020-2046 Dr Martin Luther King Jr Blvd, Fort Myers, FL 33901, USA"
"1199","Fort Myers, FL ",1,-81.8723084,26.640628,"2020-2046 Dr Martin Luther King Jr Blvd, Fort Myers, FL 33901, USA"
"1200","Fort Payne, AL",1,-85.7196893,34.4442547,"500 Gault Ave N, Fort Payne, AL 35967, USA"
"1201","Fort Pierce, FL",2,-80.3256056,27.4467056,"106 US-1, Fort Pierce, FL 34950, USA"
"1202","Fort Riley, KS",1,-96.8099772,39.110058,"Custer Hill, Bldg 5303, Fort Riley, KS 66442, United States"
"1203","Fort Washington, MD",1,-77.0230313,38.7073379,"13307 Warburton Dr, Fort Washington, MD 20744, USA"
"1204","Fort Wayne, IN",6,-85.1393513,41.079273,"803 S Calhoun St, Fort Wayne, IN 46802, USA"
"1205","Fort Worth",1,-97.3307658,32.7554883,"401 Commerce St, Fort Worth, TX 76102, USA"
"1206","Fort Worth Texas",1,-97.3307658,32.7554883,"401 Commerce St, Fort Worth, TX 76102, USA"
"1207","Fort Worth, TX",20,-97.3307658,32.7554883,"401 Commerce St, Fort Worth, TX 76102, USA"
"1208","Foster City, CA",1,-122.2710788,37.5585465,"Shell Blvd & E Hillsdale Blvd, Foster City, CA 94404, USA"
"1209","Foxborough, MA",1,-71.2478251,42.0653812,"13 Mechanic St, Foxborough, MA 02035, USA"
"1210","Frankfort, Kentucky",1,-84.8732835,38.2009055,"545 Ann St, Frankfort, KY 40601, USA"
"1211","Frederick, CO",1,-104.9371993,40.0991506,"401 Locust St, Frederick, CO 80530, USA"
"1212","Fredericksburg, VA",2,-77.4605399,38.3031837,"907 Princess Anne St, Fredericksburg, VA 22401, USA"
"1213","Freehold, NJ",3,-74.3000878,40.2136754,"20 Medford Blvd, Freehold, NJ 07728, USA"
"1214","Freeport, ME",1,-70.1031201,43.8570065,"76 Main St, Freeport, ME 04032, USA"
"1215","Freeport, NY",1,-73.5831835,40.6576022,"Broadway + N Main St, Freeport, NY 11520, USA"
"1216","Fremont, CA",3,-121.9885719,37.5482697,"4025 Mowry Ave, Fremont, CA 94538, USA"
"1217","Fremont, NE",1,-96.4981467,41.4333909,"428 N Broad St, Fremont, NE 68025, USA"
"1218","Fremont, OH",1,-83.1218634,41.3503303,"1021 W State St, Fremont, OH 43420, USA"
"1219","Fresh Meadows, NY",1,-73.7801447,40.7335179,"73-15 192nd St, Flushing, NY 11366, USA"
"1220","Fresno, CA",14,-119.7871247,36.7377981,"2323 Mariposa St, Fresno, CA 93721, USA"
"1222","Frisco, TX",3,-96.8236116,33.1506744,"7026 Main St, Frisco, TX 75033, USA"
"1223","Frogtown, OH10",1,-82.6682376,38.5145364,"2515 S 3rd St, Ironton, OH 45638, USA"
"1224","From the Bay to LA <U+2741>",1,-92.9853959,45.0510063,"2741 Country Rd E East, White Bear Lake, MN 55110, USA"
"1226","ft worth",1,-97.3307658,32.7554883,"401 Commerce St, Fort Worth, TX 76102, USA"
"1227","Ft. Wayne, IN",1,-85.1393513,41.079273,"803 S Calhoun St, Fort Wayne, IN 46802, USA"
"1228","Ft. Worth, TX",1,-97.3307658,32.7554883,"401 Commerce St, Fort Worth, TX 76102, USA"
"1229","Fuchu, Hiroshima",1,133.2363206,34.5683467,"Japan, <U+3012>726-0004 Hiroshima-ken, Fuchu-shi, Fukawacho, 315 <U+5E9C><U+4E2D><U+5E02><U+5F79><U+6240><U+672C><U+9928>"
"1230","fullerton, ca",1,-117.9242123,33.8703645,"162-100 El Camino Real, Fullerton, CA 92832, USA"
"1231","Fullerton, CA",4,-117.9242123,33.8703645,"162-100 El Camino Real, Fullerton, CA 92832, USA"
"1232","Fulton, MO",1,-91.9479586,38.8467082,"18 E 4th St, Fulton, MO 65251, USA"
"1233","funkytown, usa",1,-94.4892773,39.0114637,"8300 Blue Pkwy, Kansas City, MO 64133, USA"
"1234","GA",1,-82.9000751,32.1656221,"1003 GA-31, Helena, GA 31037, USA"
"1235","Gaffney, SC",1,-81.6498195,35.0717945,"109 S Limestone St, Gaffney, SC 29340, USA"
"1236","Gahanna, OH",1,-82.8793446,40.0192307,"62 Mill St, Gahanna, OH 43230, USA"
"1237","Gahanna, OH ",1,-82.8793446,40.0192307,"62 Mill St, Gahanna, OH 43230, USA"
"1238","Gainesville, FL",5,-82.3248262,29.6516344,"1-39 S Main St, Gainesville, FL 32601, USA"
"1239","Gainesville, GA",2,-83.8240663,34.2978794,"170-598 Bradford St SW, Gainesville, GA 30501, USA"
"1240","Gainesville, VA",1,-77.6138802,38.7956706,"P.O. Box 239 Gainsville, Gainesville, VA 20155, United States"
"1241","Galaxy",1,-93.2774855,38.7137078,"4104 W Main St, Sedalia, MO 65301, USA"
"1242","GALAXY",1,-93.2774855,38.7137078,"4104 W Main St, Sedalia, MO 65301, USA"
"1243","Gales Ferry, CT",1,-72.084541,41.4281979,"15 Military Hwy, Gales Ferry, CT 06335, USA"
"1244","Galesburg, MI",1,-85.418056,42.2886529,"7 W Battle Creek St, Galesburg, MI 49053, USA"
"1245","Gallatin, TN",2,-86.4466599,36.3883809,"100 N Water Ave, Gallatin, TN 37066, USA"
"1246","Galveston Is., TX",1,-94.7976958,29.3013479,"711 27th St, Galveston, TX 77550, USA"
"1247","Galveston, Tx",1,-94.7976958,29.3013479,"711 27th St, Galveston, TX 77550, USA"
"1248","Galveston, TX",3,-94.7976958,29.3013479,"711 27th St, Galveston, TX 77550, USA"
"1249","Gardena, CA",4,-118.3089624,33.8883487,"Redondo Beach Bl & Western Ave, Gardena, CA 90247, USA"
"1250","Gardnerville, NV",1,-119.7496216,38.9412959,"1440 US-395, Gardnerville, NV 89410, USA"
"1251","garland",2,-96.6388833,32.912624,"620-698 Main St, Garland, TX 75040, USA"
"1252","Gastonia, NC",2,-81.1873005,35.262082,"176 W Franklin Blvd, Gastonia, NC 28052, USA"
"1253","Gatineau, Québec",1,-75.7012723,45.4765446,"Boulevard Gréber, Gatineau, QC J8T, Canada"
"1254","gay town, usa",1,-84.5738151,33.0937361,"23427 GA-85, Gay, GA 30218, USA"
"1255","GCC",1,-118.2268452,34.1658724,"1500 N Verdugo Rd, Glendale, CA 91208, USA"
"1256","Geneva, IL",1,-88.3053525,41.8875281,"102 W State St, Geneva, IL 60134, USA"
"1257","Genoa, IL",1,-88.6928688,42.097248,"113 W Main St, Genoa, IL 60135, USA"
"1258","Genoa, Illinois",1,-88.6928688,42.097248,"113 W Main St, Genoa, IL 60135, USA"
"1259","genoa, ohio",1,-83.359094,41.5181064,"602 Main St, Genoa, OH 43430, USA"
"1260","Georgetown, MA",1,-70.9911659,42.7250918,"19 North St, Georgetown, MA 01833, USA"
"1261","Georgetown, TX",1,-97.6779842,30.6332618,"1202 S Austin Ave, Georgetown, TX 78626, USA"
"1262","Georgia",5,-82.9000751,32.1656221,"1003 GA-31, Helena, GA 31037, USA"
"1263","GEORGIA",1,-82.9000751,32.1656221,"1003 GA-31, Helena, GA 31037, USA"
"1264","Georgia ",3,-82.9000751,32.1656221,"1003 GA-31, Helena, GA 31037, USA"
"1265","Georgia, USA",30,-82.9000751,32.1656221,"1003 GA-31, Helena, GA 31037, USA"
"1266","Georgina, Ontario CANADA",1,-79.436232,44.296296,"28088 Civic Centre Rd, Keswick, ON L4P 3E9, Canada"
"1267","Germantown, NY",1,-73.8917982,42.1345339,"4291 NY-9G, Germantown, NY 12526, USA"
"1268","Germany / United States",1,-77.088653,38.914428,"4645 Reservoir Rd NW, Washington, DC 20007, USA"
"1269","Gilbert AZ",1,-111.789027,33.3528264,"133 N Gilbert Rd, Gilbert, AZ 85234, USA"
"1270","Gilbert, AZ",5,-111.789027,33.3528264,"133 N Gilbert Rd, Gilbert, AZ 85234, USA"
"1272","Gladewater, TX",1,-94.9427168,32.5365333,"410 N Main St, Gladewater, TX 75647, USA"
"1273","Gladstone, OR",1,-122.5973104,45.3842943,"Abernethy & Portland Ave, Gladstone, OR 97027, USA"
"1274","Gladwin, Michigan",1,-84.4864007,43.9808549,"111 E Cedar Ave, Gladwin, MI 48624, USA"
"1275","Glen St Mary, FL",1,-82.1615179,30.2757837,"10058 Glenn Ave, Glen St Mary, FL 32040, USA"
"1276","Glenburn, ME",1,-68.8457461,44.9168621,"991 Hudson Rd, Glenburn, ME 04401, USA"
"1277","Glendale, AZ",3,-112.1859866,33.5386523,"5900 W Glendale Ave, Glendale, AZ 85301, USA"
"1278","Glendora",1,-117.865339,34.1361187,"100 N Glendora Ave, Glendora, CA 91741, USA"
"1279","Glens Falls, NY",1,-73.6440058,43.3095164,"144 Glen St, Glens Falls, NY 12801, USA"
"1280","Glenville, WV",1,-80.8376033,38.9342573,"279 Sycamore Rd, Glenville, WV 26351, USA"
"1281","Globe",5,-94.5125035,37.0877135,"117 E 4th St, Joplin, MO 64801, USA"
"1282","Gloucester, VA",1,-76.5025742,37.4128281,"7216 Deacon Rd, Gloucester, VA 23061, USA"
"1283","golden closet",1,-94.425949,35.39078,"212 N 3rd St, Fort Smith, AR 72901, USA"
"1284","Golden Valley, MN",1,-93.3600034,44.9917149,"1100 Douglas Dr N, Golden Valley, MN 55422, USA"
"1285","Golden, CO",1,-105.2210997,39.755543,"1117 Washington Ave, Golden, CO 80401, USA"
"1286","Gonzales, LA",1,-90.9200987,30.2385294,"811 N Alexander Ave, Gonzales, LA 70737, USA"
"1287","Goodyear AZ",1,-112.3576567,33.4353394,"101 W Western Ave, Avondale, AZ 85323, USA"
"1288","Goodyear, AZ",2,-112.3576567,33.4353394,"101 W Western Ave, Avondale, AZ 85323, USA"
"1289","Goose Creek",1,-80.0325867,32.9810059,"705 Old State Rd, Goose Creek, SC 29445, USA"
"1290","Goose Creek, SC",1,-80.0325867,32.9810059,"705 Old State Rd, Goose Creek, SC 29445, USA"
"1291","Goshen, IN",1,-85.8344383,41.5822716,"401 IN-15, Goshen, IN 46526, USA"
"1292","Gotham City ",1,-74.0059728,40.7127753,"11 Centre St, New York, NY 10007, USA"
"1293","Grafton, WV",1,-80.0189659,39.3409249,"7 harman Center, Grafton, WV 26354, USA"
"1294","Grambling, LA",1,-92.7140402,32.5276503,"282 Main St, Grambling, LA 71245, USA"
"1295","Grand Blanc, MI",1,-83.6299518,42.9275277,"3033 E Grand Blanc Rd, Grand Blanc, MI 48439, USA"
"1296","Grand Haven, MI",1,-86.2283864,43.0630734,"324 Washington Ave, Grand Haven, MI 49417, USA"
"1297","Grand Junction, Colorado, USA",1,-108.5506486,39.0638705,"1301 Pitkin Ave, Grand Junction, CO 81501, USA"
"1298","Grand Marais, MN",1,-90.3342727,47.7504469,"18 1st Ave W, Grand Marais, MN 55604, USA"
"1299","grand rapids, mi",1,-85.6680863,42.9633599,"1 Monroe Center St NW, Grand Rapids, MI 49503, USA"
"1300","Grand Rapids, MI",7,-85.6680863,42.9633599,"1 Monroe Center St NW, Grand Rapids, MI 49503, USA"
"1301","Grand Rapids, Michigan",2,-85.6680863,42.9633599,"1 Monroe Center St NW, Grand Rapids, MI 49503, USA"
"1302","Granite City, IL",1,-90.1487199,38.7014389,"1326 Niedringhaus Ave, Granite City, IL 62040, USA"
"1303","Grant Parish",1,-92.539603,31.6943716,"Par Rd 186A, Dry Prong, LA 71423, USA"
"1304","Grants Pass, OR",2,-123.3283925,42.4390069,"141 SW G St, Grants Pass, OR 97526, USA"
"1305","Grants, NM",1,-107.8514466,35.14726,"313 San Jose Dr, Grants, NM 87020, USA"
"1306","Grantville, Georgia ",1,-84.8357678,33.2348419,"28 Main St, Grantville, GA 30220, USA"
"1307","Grapevine, TX",1,-97.0780654,32.9342919,"100-248 E Hudgins St, Grapevine, TX 76051, USA"
"1308","Gravenhurst, Ontario",1,-79.3741834,44.919643,"111 Bay St, Gravenhurst, ON P1P, Canada"
"1309","Great Barrington, MA",1,-73.362008,42.1959798,"244 Main St, Great Barrington, MA 01230, USA"
"1310","Great Bend, Ks ",1,-98.7648073,38.3644567,"1917 Lakin Ave, Great Bend, KS 67530, USA"
"1311","Greece",7,21.824312,39.074208,"Fournas, Greece"
"1312","Greece, NY",1,-77.6930602,43.2097837,"2450 W Ridge Rd, Rochester, NY 14626, USA"
"1313","Greeley, CO",1,-104.7091322,40.4233142,"909-919 19th Ave, Greeley, CO 80631, USA"
"1314","Green Bay",1,-88.0132958,44.5133188,"414 E Walnut St, Green Bay, WI 54301, USA"
"1315","Green Bay, WI",2,-88.0132958,44.5133188,"414 E Walnut St, Green Bay, WI 54301, USA"
"1316","Greenfield, CA",2,-121.2438138,36.3207998,"201 El Camino Real, Greenfield, CA 93927, USA"
"1317","Greenfield, Massachusetts",1,-72.5994104,42.587915,"400 Main St, Greenfield, MA 01301, USA"
"1318","Greenpoint, Brooklyn",1,-73.9515032,40.7304701,"195 Greenpoint Ave, Brooklyn, NY 11222, USA"
"1319","Greensboro, NC",13,-79.7919754,36.0726354,"216 W Market St, Greensboro, NC 27401, USA"
